WorkOrder,PICCNO,Textbox8,Textbox9,Textbox10,Folio_Name,StreetAddress,StreetAddress3,StreetAddress2,Textbox19,StreetAddress5,Textbox18,NotesToTP,StreetAddress4,Textbox16,StreetAddress6,Textbox68,Textbox22,Textbox24,Textbox26,Work_Onsite_Date_Time,Work_Completed_Date_Time,Textbox50,TradeDescription,ItemCode,quantity1,Textbox15,Textbox6,StreetAddress11,StreetAddress13,StreetAddress15,Work_Done_Text,Textbox76,Textbox77,*AccountCode,*ContactName,*Description,*DueDate,*InvoiceDate,*Quantity,*TaxType,*UnitAmount,Currency,InventoryItemCode,Reference
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"VINYL, AL COVE CAPPING",6/12/2023,6/11/2023,6.0,No Tax,26.004250000000003,NZD,FVN550 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR, EASE",6/12/2023,6/11/2023,1.0,No Tax,61.146800000000006,NZD,CDT500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR HOLE, REPR",6/12/2023,6/11/2023,1.0,No Tax,89.74255000000001,NZD,CDT650 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH, REM REDUNDANT",6/12/2023,6/11/2023,2.0,No Tax,13.62975,NZD,CHD105 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH ONLY, MAG HEAD, S&F/REPL",6/12/2023,6/11/2023,2.0,No Tax,84.31203000000001,NZD,CHD140 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,2.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"COAT HOOK, REPL",6/12/2023,6/11/2023,1.0,No Tax,18.37611,NZD,CHM300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,1.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DECORATING DAYWORK, LABOUR",6/12/2023,6/11/2023,1.0,No Tax,51.75,NZD,DAA100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,6.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PAINT W/ROBE OR CUPBD,6/12/2023,6/11/2023,2.0,No Tax,228.55,NZD,DPI300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET, LAY ",6/12/2023,6/11/2023,14.75,No Tax,45.633750000000006,NZD,FCA300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET UNDERLAY, LAY",6/12/2023,6/11/2023,14.75,No Tax,10.82525,NZD,FCA400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR, EASE",6/12/2023,6/11/2023,1.0,No Tax,61.146800000000006,NZD,CDT500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR HOLE, REPR",6/12/2023,6/11/2023,1.0,No Tax,89.74255000000001,NZD,CDT650 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH, REM REDUNDANT",6/12/2023,6/11/2023,1.0,No Tax,13.62975,NZD,CHD105 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH ONLY, MAG HEAD, S&F/REPL",6/12/2023,6/11/2023,1.0,No Tax,84.31203000000001,NZD,CHD140 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,2.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"COAT HOOK, REPL",6/12/2023,6/11/2023,4.0,No Tax,18.37611,NZD,CHM300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"WINDOW TIM CATCH, REPL",6/12/2023,6/11/2023,0.0,No Tax,32.73278,NZD,CHW100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"WINDOW TIM SECURITY STAY, S&F/REPL",6/12/2023,6/11/2023,1.0,No Tax,60.612300000000005,NZD,CHW150 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"WINDOW CASEMENT STAY, REPL",6/12/2023,6/11/2023,1.0,No Tax,52.57342,NZD,CHW400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,2.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,12.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PAINT W/ROBE OR CUPBD,6/12/2023,6/11/2023,1.0,No Tax,228.55,NZD,DPI300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"STOPPING PATCH, S&F",6/12/2023,6/11/2023,1.0,No Tax,20.56,NZD,DPL110 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"PLSTR STOPPING, WALL/CEILING",6/12/2023,6/11/2023,4.0,No Tax,18.33,NZD,DPL120 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET, LAY ",6/12/2023,6/11/2023,9.75,No Tax,45.633750000000006,NZD,FCA300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET UNDERLAY, LAY",6/12/2023,6/11/2023,9.75,No Tax,10.82525,NZD,FCA400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR INT HINGED, REPL",6/12/2023,6/11/2023,1.0,No Tax,276.73203,NZD,CDT700 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH, REM REDUNDANT",6/12/2023,6/11/2023,1.0,No Tax,13.62975,NZD,CHD105 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH ONLY, MAG HEAD, S&F/REPL",6/12/2023,6/11/2023,1.0,No Tax,84.31203000000001,NZD,CHD140 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH COMPL, REPL",6/12/2023,6/11/2023,1.0,No Tax,122.62499,NZD,CHD200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"COAT HOOK, REPL",6/12/2023,6/11/2023,4.0,No Tax,18.37611,NZD,CHM300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"WINDOW TIM CATCH, REPL",6/12/2023,6/11/2023,1.0,No Tax,32.73278,NZD,CHW100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"WINDOW CASEMENT STAY, REPL",6/12/2023,6/11/2023,1.0,No Tax,52.57342,NZD,CHW400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,7.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"PLSTR STOPPING, WALL/CEILING",6/12/2023,6/11/2023,2.0,No Tax,18.33,NZD,DPL120 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET, LAY ",6/12/2023,6/11/2023,8.25,No Tax,45.633750000000006,NZD,FCA300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET UNDERLAY, LAY",6/12/2023,6/11/2023,8.25,No Tax,10.82525,NZD,FCA400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CLEAN EXT WALLS HSE, 2 STY",6/12/2023,6/11/2023,1.0,No Tax,375.13,NZD,KCX110 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"VINYL STRIP, RESEAL & POLISH",6/12/2023,6/11/2023,9.0,No Tax,24.26,NZD,KCH330 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH/LOCK, ADJUST",6/12/2023,6/11/2023,1.0,No Tax,32.11276,NZD,CHD100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"COAT HOOK, REPL",6/12/2023,6/11/2023,2.0,No Tax,18.37611,NZD,CHM300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,2.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,6.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"PLSTR STOPPING, WALL/CEILING",6/12/2023,6/11/2023,3.0,No Tax,18.33,NZD,DPL120 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET, LAY ",6/12/2023,6/11/2023,2.75,No Tax,45.633750000000006,NZD,FCA300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET UNDERLAY, LAY",6/12/2023,6/11/2023,2.75,No Tax,10.82525,NZD,FCA400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR WEATHER SEAL, S&F",6/12/2023,6/11/2023,1.0,No Tax,83.87374,NZD,CHD800 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET, LAY ",6/12/2023,6/11/2023,4.0,No Tax,45.633750000000006,NZD,FCA300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET UNDERLAY, LAY",6/12/2023,6/11/2023,4.0,No Tax,10.82525,NZD,FCA400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPENTRY DAYWORK, LABOUR",6/12/2023,6/11/2023,1.0,No Tax,69.70948999999999,NZD,CAA100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CABINET CHILDPROOF CATCH, S&F/REPL",6/12/2023,6/11/2023,3.0,No Tax,17.17883,NZD,CHC400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,1.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CABINET DR <=0.4m2, REPL",6/12/2023,6/11/2023,1.0,No Tax,140.43453,NZD,CJD200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,1.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,8.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PAINT INT JOINERY CABINETS,6/12/2023,6/11/2023,6.0,No Tax,100.23,NZD,DPI420 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"BENCHTOP TIM, RESURFACE",6/12/2023,6/11/2023,1.5,No Tax,61.16,NZD,DPI440 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CLEAN STOVE, MAJOR",6/12/2023,6/11/2023,1.0,No Tax,155.91,NZD,KCH260 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,RANGEHOOD CLEAN/MAINT,6/12/2023,6/11/2023,1.0,No Tax,49.93,NZD,KCH270 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"VINYL STRIP, RESEAL & POLISH",6/12/2023,6/11/2023,7.0,No Tax,24.26,NZD,KCH330 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,1.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"WET WALL LININGS, REPL",6/12/2023,6/11/2023,0.5,No Tax,185.53564,NZD,CLW100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,6.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PAINT GLAZING PUTTY,6/12/2023,6/11/2023,4.0,No Tax,1.62,NZD,DPE140 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"VINYL STRIP, RESEAL & POLISH",6/12/2023,6/11/2023,4.0,No Tax,24.26,NZD,KCH330 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,2.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,3.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,12.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"STOPPING PATCH, S&F",6/12/2023,6/11/2023,1.0,No Tax,20.56,NZD,DPL110 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"PLSTR STOPPING, WALL/CEILING",6/12/2023,6/11/2023,3.0,No Tax,18.33,NZD,DPL120 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET, LAY ",6/12/2023,6/11/2023,14.25,No Tax,45.633750000000006,NZD,FCA300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET UNDERLAY, LAY",6/12/2023,6/11/2023,14.25,No Tax,10.82525,NZD,FCA400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"BALUSTRADE EXT TIM, REPL",6/12/2023,6/11/2023,11.5,No Tax,294.94779000000005,NZD,CSB500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,CLEAN EXT PORCH,6/12/2023,6/11/2023,0.0,No Tax,42.99,NZD,KCX200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"FENCE TIM 1200 HIGH, S&F",6/12/2023,6/11/2023,0.0,No Tax,135.77,NZD,YFE380 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,FENCE SHORT LENGTH PREM,6/12/2023,6/11/2023,1.0,No Tax,160.41,NZD,YFE610 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"GATE, REM",6/12/2023,6/11/2023,1.0,No Tax,48.58,NZD,YGT180 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LETTERBOX, REFIT TO POLE",6/12/2023,6/11/2023,1.0,No Tax,24.24,NZD,YLB110 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LETTERBOX POST, REPL",6/12/2023,6/11/2023,1.0,No Tax,204.87,NZD,YLB150 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,2.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,6.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"PREP, SEAL PAPER OR NEW GIB",6/12/2023,6/11/2023,6.0,No Tax,6.22,NZD,DPI920 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"PLSTR STOPPING, WALL/CEILING",6/12/2023,6/11/2023,3.0,No Tax,18.33,NZD,DPL120 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET UNDERLAY, LAY",6/12/2023,6/11/2023,4.0,No Tax,10.82525,NZD,FCA400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPET TO STAIRS, LAY",6/12/2023,6/11/2023,4.0,No Tax,65.82225,NZD,FCA500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,1.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,WC/BATH PRIVACY TURN KNOB,6/12/2023,6/11/2023,1.0,No Tax,103.9068,NZD,CHD540 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"ADDITIONAL PREP, WALL/CEILING",6/12/2023,6/11/2023,4.0,No Tax,8.48,NZD,DAP100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
